Tanggal,Komentar
2026-04-25,PROYEK TERUSSS OMON OMON😂😂😂
2026-04-25,"Sedih amat liat ni kopdes, bagusan k24"
2026-04-25,"Di jamin ga akan tahan lama bangkrut,serat korupsi"
2026-04-25,Program lieur
2026-04-25,PRESIDEN TOLOL 😅😅😅BOL DOBOOLLL
2026-04-25,Percuma jg beli di kdmp pasti keuntungannya dikorupsi dan negara rugi ! Lahan basah buat Terwo😂😂
2026-04-25,Dari pada di korupsi mending di kasih ke tetangga yang jual
2026-04-25,Kadang kocak liat konoha yg makin majuu 😂
2026-04-25,Buang2 anggaran
2026-04-25,hahhh
2026-04-25,Sudah tahulah koperasi seperti apa ? Dari awal sudah yakin KMP tidak akan berkembang malah bisa2 hanya jadi lahan gitu
2026-04-25,Kita lihat ajja gaes bertahan brp lama Sang&#39; ceo &#39;nggak bs dinasehati😅
2026-04-25,Laaa habisin anggaran aj rakyat masih sangat butuh
2026-04-24,Propaganda nya sampai mau nutup alfa dan Indo Mart kenyataan nya yg dilayani tdk berbobot. Kebesaran Promosi pikir ! 1 bangunan 4 ruang Tentu 4 Operator berapa cost nya ? Alfa cukup 1 operator barang complit memang tdk adaPupuk segala. Terapi Tuntas
2026-04-24,"jika tdk menjadi pusat grosir / agen pertama dari semisal gas, produk sembako, pertanian yg dijual disitu dipastikan akan bangkrut karena tdk ada keunggulan apapun. dibanding toko2 yg ada atw agen2 yg lebih dulu ada"
2026-04-24,😅😅
2026-04-24,Megah di gedungnya atapnya kok g pake genting??? Katanya gentengisasi seng panas gimana ini???
2026-04-24,Program anget -anget tai ayam ! Mubazir buang - buang duit .kerja otak gak di ajak !
2026-04-24,Kdmp itu bkn programmya orang cerdas.
2026-04-24,"Stop MBG &amp; KOP MERAH PUTIH program Prabowo, itu smuwa buwat ladang korupsi"
2026-04-24,"Ujungnya ketua dibui karena gak bisa kembaliin modal.3,5 m 😅"
2026-04-24,😂😂😂😂😂😂😂
2026-04-24,KOSEPNYA GIMANA DIBUTUHKSN RAKYAT TIDAK RAKYAT TIDAK BUTUH JUDUL BUTUHNYA HARGA SEMBAKO MURAH KALO BISA 50% LEBIH MURAH
2026-04-24,Kelamaan mbacot lo
2026-04-24,Sudah pasti bubar Bubar amyaarrrr
2026-04-24,"Gak mau tau maju tidaknya KMPD, yg penting proyek pembangunan bangunan gedungnya😊 bisa bertahan 1 tahun juga udh bagus, nanti ciptakan lagi program baru😅"
2026-04-24,"KDMP Percontohan yang lokasinya strategis saja GK begitu ramai pengunjung, apa lagi di desa kami yg letaknya di tempat sepi penduduk ( pelosok jalan sawah )"
2026-04-24,"Sebelum jadi telur sdh ada bibit korupsi,tanyain saja kpd kontraktornya berapa yg diterima ,bangun fisiknya saja sdh korupsi ,,mau lari2 sampai antartika ,gak perlu boss"
2026-04-24,"Klo kopdes ginian menghabiskan lebih dr Rp. 1½ milyar dan gak bisa hasilkan untung bersih min. Rp. 15-20 juta per bulan di tahun pertama, maka itu berarti lebih goblok drpd buka franchise alfa/indomaret Tinggal taruh duit, langsung untung!!"
2026-04-24,buang2 duiiit woowoooo😂😂😂😂
2026-04-24,🤣🤣🤣🤣🤣PROGRAM 5 TAHUNAN SETELAH WOWO GAK JD PRESIDEN LG BAKAL LENYAP DGN SENDIRIX 🤣🤣🤣
2026-04-24,Mau koment TAKUT SALAH.
2026-04-24,Siapa pula mau beli di kopdes sorry lah.
2026-04-24,Koperasi dan MBG ADALAH IDE TOLOL.
2026-04-24,Ini lagi gagasan tolol buang2 duit Yg bikin pajak melangit.
2026-04-24,Jadinya kok model kios mikro 😂
2026-04-24,Proyek sampah dibuat Tampa studi yang mendalam SDH menguras uang rakyat tetapi hasilnya amburadul rakyat lagi sulit duitnya malah dihambur hamburkan .wajib bubar biar TDK tambah rugi rakyat kecewa
2026-04-24,"Mo laku gimana coba, banyak tikusnya 🤣🤣🤣"
2026-04-24,"Saya berani pastikan 95% kdmp akan memperberat APBN Krn byr gaji, Krn model bisnis yg kayak gini, kalah jauh dgn almart dan Indomaret. Ini cuman jadi model kegagalan negara dan pemerintah. 10 THN pun gak akan untung."
2026-04-24,Saya jamin KOPDES akan gulung tikar tidak lama setelah operasi. Tidak ada faktor-faktor pendukung yg bisa membuat KOPDES sukses
2026-04-24,"Beli di situ sama saja mendukung korupsi dan mematikan UMKM, beli saja di warung tetangga, kalo ada kesusahan dia yg bantu"
2026-04-24,Semoga semua koprasi merah putih bangkrut total biar Wowo melek
2026-04-24,"Sebenarnya membentuk koperasi 80.000 adalah bentuk kegilaan, pasar apa yg hendak di sasar"
2026-04-24,Hidupp Jokowiii Hidup Jokowiiii
2026-04-24,"Prediksi sy proyek usaha Mangkrak,"
2026-04-24,"Mending beli di alfamart, lewat alfagift tinggal pencet pencet hp dari rumah barang diantar, banyak produk yg promo juga, tiap belanja dapat poin😂😂"
2026-04-24,Ingin. Menyaingi. Indomaret. Wkwkwk. 😂😂😂
2026-04-24,Program kuno gak berguna uang masuk kantong pejabat 😅
2026-04-24,"Usaha dagang itu yy penting ekosistem dan jaringan pasar dulu. Menguasai konsumen loyal dulu. Dan yg penting bukan cuma loyal, tapi berdaya beli tinggi. Pertanyaanya? Jika lau pun produk produk pertanian dimonopoli, berapa banyak petani berdaya beli tinggi yg merupakan basis (ladang) utama penghasilan koperasi agar untung besar dan mencukupi? Klo swalayan selama ini andalkan keluarga mapan ekonomi, yg dgn manajemen efisien karena tdk harus rapat, swalayan itu cukup cepat dlm memuaskan konsumen itu. La klo manajemen berbasis rapat dulu mysyawarah dulu, apalagi terkait kebijakan instansi ini itu, ya kita wait and see."
2026-04-24,Contoh nyata KUD
2026-04-24,Mumet ndasku luuuur nggagas koperasi desa ra jelaaaas
2026-04-24,Ini malah mematikan UMKM
2026-04-24,"Sebagai rakyat biasa, saya menilai ini adalah Program yg terburu2, tanpa kajian matang. Kalau tidak pinter2 menejemennya, alamat bangkrut Lalu dalam hati bertanya, siapa sebenarnya yg dirugikan? Dan siapa yg diuntungkan ya🤔 Bukankah MBG dan KMP ini modalnya sangat besar Kalau modal pribadi sih, rugi ya ditanggung pribadi Naah kalau ini siapa yg nanggung kerugian🤔"
2026-04-24,"He He He Contohnya saja seperti itu dan menteri koperasi bilang &quot;akan mem bangkrutkan indomaret dan alfamart??? &quot; Mimpiii Belum setahun sudah nampak tandanya kebangkrutannya. Banyak rak-rak kosong, stok yg ada minim, tidak banyak pembeli. Kami warga desa sudah mencium bau busuk pendirian KDMP. Ujung-ujungnya hanya untuk ajang korupsi dan persiapan pilpres mendatang. KDMP di desa kami ada di belakang rumah warga, jalan ke sana samgat buruk. Jangankan orang, monyetpun enggan belanja di KDMP. Taek."
2026-04-24,"Daripada beginian mending perbaiki jalan2 jembatan2,,aku suka waktu pemerintahan Jokowi,, program2 cepat dan tepat sasaran"
2026-04-24,Satu paket sam MBG program amburadul
2026-04-24,"Mubaddzir itu tidak tepatnya penggunaan anggaran, temanya syetan dan saudaranya syetan juga"
2026-04-24,1000 persen saya yakin pasti mangkrak program koperasi merah putih program ngabisin uang rakyat
2026-04-24,Aneh2 😢 makin sulit leher kayk di cekik
2026-04-24,"Kebanyakan program bangun ini bangun itu,,,begitu sampai di masyarakat,,,limitnya habis coba rakyat dikasih mentah nya aja,,pasti ekonomi berputar dengan sendirinya,,,"
2026-04-24,Program unggulan merusak tatanan.
2026-04-24,"amburadul, bangkrut"
2026-04-24,Ramai amat sampai berjubel yang belanja. 😂😂
2026-04-24,ini semua demi ambisi ps utk menghabiskan uangsitaan dr para koruptor 😂
2026-04-24,Sudah kuduga pasti rame pas pembukaan saja😂😂
2026-04-24,NEGETI GELAP DI BAWAH OWI NEGERI KACAU DI BAWAH OWO NEGERI BUBAR DI BAWAH GIBRAN
2026-04-24,Males Dengerinnya😂😂😂
2026-04-24,Saya adalah pendukung pemerintah dan bukan ngritik ya hanya memberikan pandangan saya pribadi saya melihat langsung di desa program MBG dan kopdes mp tidak efektif bagi rakyat kecil lebih setuju kesehatan gratis dan memberikan pendidikan gratis juga harga bahan pokok murah setabil jauh lebih efektif
2026-04-24,admin banyak ngomongnya
2026-04-24,"Pinggir jalan seharusnya lebih laris , yg di pedalaman desa banyak saingan"
2026-04-24,Program program dari hasil pidato-pidato keliling akhirnya ketika dilaksanakan asal asal. Bukannya efisiensi malahan jadi proyek tidak jelas Inilah orangnya yang nunjuk nunjuk. Sok paling paham
2026-04-23,Contoh kegagalan koperasi
2026-04-23,"😂😂😂 kamuflase aja itu KDMP sama dg MBG proyek terselubung, tujuannya adalah nganuuuuu"
2026-04-23,Jd gmn tuh kesimpulan sampean stelah survei ke KDMP Bentangan kok gak jelas endingnya.😊
2026-04-23,presiden terparah 😂😂😂
2026-04-23,Murah di toko madira😂😂
2026-04-23,Bumdess aja mangkrakkk
2026-04-23,"Program salah kaprah kenapa tidak memperkuat UMKM, koperasi yang sudah berjalan saja bangkrut apalagi kopdes😂😂 bakalan bangkrut juga"
2026-04-23,"Judulnya koperasi,tp wujudnya kios."
2026-04-23,Paling cuma bertahan sebentar lalu bangkrut dan tutup Krn hanya proyek para pejabat korup yg tdk profesional. Sdh kelihatan dr awal cuma proyek para pejabat yg mau korup uang negara.
2026-04-23,gk ada 3 buln psti bkalan sepi.
2026-04-23,Iki konten maksute ngopo ra jelas ngono
2026-04-23,Boncos 😂😂😂😂
2026-04-23,oara jelasssss
2026-04-23,umkmnya kok gx ada
2026-04-23,KDMP peogram yg sangat2 mengerikan mubadzir tdk menolong rakyat
2026-04-23,Lebih baik uang rakyat dikembalikan kepada rakyat sekolah gratis dr tk mpek perguruan tinggi
2026-04-23,Program genius kitat 1 th tamat uang menguap
2026-04-23,Negara buang2 duwit gk jls
2026-04-23,Kuperasi merah putih to 😂
2026-04-23,Oke
2026-04-23,Tujuan presiden bukan menyejahterakan rakyatnya tapi ini murni proyek balas Budi pendukungnya
2026-04-23,😂😂😂
2026-04-23,Tempat ny iblis2 broo kopdes
2026-04-23,"Proyek konyol yang berawal dari FANTASY presiden . Tanpa riset &amp; studi kelayakan ,Langsung bikin Puluhan ribu unit dengan anggaran RATUSAN TRILYUN"
2026-04-23,Inilah kalo Prediden otak dungu.
2026-04-23,Presiden tertolol sedunia
2026-04-23,MANTAP INDONESIA DI PIMPIN OLEH KOROPTOR BERJAAMAAH TERANG ! NGAN
2026-04-23,"Presiden bodoh kog di pilih, yang lebih bodoh lagi yang dulu memilih SYAH 😢"
2026-04-23,Proyek ambisius. namun tanpa pwrhifungan yg matang
2026-04-23,"Ini bisa membunuh usaha warung di kampung yg sdh ada sebelum nya Hanya nafsu cari pendukung partai menghalakan segala cara , Koperasi itu adalah di bentuk oleh anggota bukan BUMN"
2026-04-23,BBM (Bubar Bangkrut Mangkrak)
2026-04-23,"Aslmkm Sy nyimak dr rmh ciporos, kec karangoucung, cilp jateng"
2026-04-23,seperti negara yg lagi berdiri baru buat usaha2
2026-04-23,dulu sdh ada KUD saja akhirnya kukut bgmana dengan yg baru ini?
2026-04-23,Pan mangudi
2026-04-23,"Lha truk nya untuk ngangkut apa ya, maaf"
2026-04-23,"Kopdes kalau harganya lebih mahal dari toko dan pasar ,ya mendingan beli di toko atau pasar,masyarakat carinya yg lebih murah."
2026-04-23,"Anggaran besar tdk efektif, kdmp, mbg"
2026-04-23,udah ga bakalan bener kalau di negeri Konoha gini mah mau di ada KMP ke mau apa ke tetap aja akan terbengkalai ujung2 nya karena penguasa negara nya juga rezim dan dzolim kepada rakyat nya sendiri ingat itu
2026-04-23,Kirain saya koprasi cuma minjamin dana aja gak taunya jualan juga kyk warung saingan sama rakyat sendiri
2026-04-23,MBG &amp; KMP program ambisius atas nama efisiensi
2026-04-23,😂😂😂😂😂 itu yg di resmikan langsung 😂😂😂😂😂 waow trus yg lainya kira2 bertahan berapa Minggu??😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤
2026-04-23,Kesuwen le ngomong
2026-04-23,"Di tempat yg rame aja sepi pembeli, bagaimana yg dibangun di tengah sawah, di tengah hutan biarpun ada akses jln kesana ya pasti nggk bertahan lama tutup."
2026-04-23,Jualan pupuk gak jalan gas 12 kg gak jalan info dari yg kompeten
2026-04-23,judulnya menuju UTOPIA Indonesia
2026-04-23,Semuanya ga ada fungsinya huktikan karena sama saja mengganjsl rakyat yg mandiri dan usaha tidak semua krmampuan bergaulnya para pejabat dan pegawainya borangnya baik dan logis lebih mengerti antar warganya
2026-04-23,Usaha tanpa ilmu Dan hanya niru Bukan sebuah pengalaman yg berakit rakit dahulu Modal takkan bisa kembali
2026-04-23,😂😂😂😂 peninggalan mangkrak
2026-04-23,Inilah proyek persiapan 2029 dilakukan di seluruh Indonesia demo dulang suara bukan murni meningkatkan ekonomi masyarakat
2026-04-23,Kok isi sembakonya gk lengkap sperti di indomart
2026-04-23,Hidup segan mati pelan pelan
2026-04-23,Presiden otak penalaran Cupet
2026-04-23,Masih ingat KUD. Koperasi Unit Desa. Berjaya kah
2026-04-23,Konten bagus tapi maaf kebanyakan aa ee aa ee saat melaporkan isi konten. Hehehehe
2026-04-23,"Kopdes calon proyek mangkrak, terlalu di paksakan l, banyak yang sudah jadi tapi bingung unit usahanya"
2026-04-23,"Yang diresmikan Presiden lokasi jalan raya saja sepi, apalagi kdmp yang di desa berdiri ditengah hutan dan sawah jalan kampung dan mati, sudah pasti setelah proyek selesai keberlanjutanya adalah mangkrak ???"
2026-04-23,Di daerah ku ada yg di bangun di lokasi bukan jalan umum dan jauh dari pemukiman warga Gimana konsepnya itu ? 🤣
2026-04-23,BUMDES JADI APA KUD SUDAH LAMA MAMPUS. KDMP MENYUSUL MAMPUS😂😅
2026-04-23,Semua kopdes di Indonesia bermasalah. Asal2an. Programnya ngoyoworo. Rekrutmen gak jelas. Arahnya kosong
2026-04-23,Program anak emasnya Prabowo MBG dan KDMP Produk gagal
2026-04-23,Hahaha
2026-04-23,"Tolong di spil pas koperasi ramai mas biar lebih greget, jgn pas lagi sepi"
2026-04-22,Aneh koperasi kok tak ada ANGGOTA / yang ada cm CECUNGUK / yang di jadikan PENGURUS /
2026-04-22,Proyek korupsi
2026-04-22,"Endingnya pasti tutup dan mangkrak,,, kita tunggu saja 😂"
2026-04-22,Kok tidak ditanyakan omzetnya sehari berapa to ms
2026-04-22,Era penguasa kedelapan membangun jalan mulus pada para koruptor untuk beraksi lewat mbg dan kdmp
2026-04-22,"Bukan hanya pejabat yg kosong, sampai rak-raknya punten kosong"
2026-04-22,Program asal mangap😂😂😂
2026-04-22,Program ancur2an 😂
2026-04-22,Proyek kemasa depan 😭😭😭😭😭 Sembako sudah ada grosir sembako rakyat .? Kdmp dengan Alfa mart lengkap mana ? kantor pos iya 👍 .toko obat2 pertanian .👍asal gak mahal just it promosinya luar biasa sedot anggarannya luar biasa barangnya biasa2 saja 🤣😎
2026-04-22,"KMP MBG program yg mematikan UMKM,"
2026-04-22,D desaku mlah dket sma toserba grosir toko milik wrga jg bnyak 😅
2026-04-22,Tunggu 5th kedepane Saja Ada alihfungsi ga nanti
2026-04-22,"Konten telek,,,tidak fokus ke judul😂"
2026-04-22,Sepertinya mulai sesak nafas 🤣
2026-04-22,"Konten nya tentang apa bung ? Aku maunya konten yg menghujat presiden omon2, dan bekas presiden ijazah palsu yg juga simpatisan pki yg termasuk bekas presiden terkorup 3 besar sejagat versi occrp jokowbajingan."
2026-04-22,Mudah2 an bangkrut
2026-04-22,Itu bayar cicilan perbulannya mana sanggup jika sesepi itu😮😮
2026-04-22,"Proyek ceremonial, t"
2026-04-22,Baru kali ini negara ingin bersaing dengan rakyat. Rezim kemarin gila gilaan beri izin alfa mart dan indomart sampai pelosok kecamatan dan pinggiran. Rezim sekarang KopDes sampai pelosok desa. Rakyat pedagang kecil makin sekarat. Ditambah MBG usaha dagang jajanan di kantin sekokah kian memperparah. Aku pedagang di kios pasar tradisional merasakan itu. Langganan belanja kantin sekolah dan warung dari kampung kampung jadi sepi. Puluhan tahun baik baik saja berubah setelah alpamart indomart menjamur. DitambahnMBG KopDes semakin terpuruk sudah. Rezim sekarang tidak memikirkan pedagang kecil dan UKM didaerah😢😢😢
2026-04-22,Terlalu lama.
2026-04-22,"gk efesien blass,,, masih mending jaman mertua nya dlu,,, nma nya KUD,,, bkn tiap desa tp tiap kecamatan,,, pk harto bpk pembangunan,, jga ketahanan pangan luar biasa dlu,,,"
2026-04-22,"Program tanpa riset jelas akan mangkrak, program utk menghambur2kan uang negara utk kroni2nya"
2026-04-22,Exspos semua koprasi merah putih di semua kabupaten klaten supaya dapat bersaing dengan Alfa&amp;indomart di indonesia.
2026-04-22,UMKM saingan sama MBG Warung Kecil saingan sama KOPDES Lengkap sudah Konoha
2026-04-22,Nanti rakyat akan di paksa untuk membeli
2026-04-22,Tokonya pertanian kok cuma jual gandasil D satu bungkus😂
2026-04-22,KDMP dan MBG dua program unggulan presiden tapi tanpa melalui kajian mendalam dan terkesan asal2an lihat aja hasilnya
2026-04-22,SEPI
2026-04-22,Tinggal menunggu waktu.
2026-04-22,Pemerintah kok malah nyaingin rakyatnya sendiri katanya Alfamart Indomart bisa membangkrutkan usaha UMKM lha malah dia bikin kopdes yg seperti Alfa mart dan Indomart bahkan disetiap desa lagi Masyarakat itu sudah punya langganan belanja sendiri2 makanya kopdes dimana2 sepi ga laku akhirnya tutup
2026-04-22,pOGRAM OMON OMON 😂😂HAMBUR2 UANG RAKYAT. Pemimpin GOBLOK
2026-04-22,"Koperasi merah putih = BMG korbannya rakyat,,,😢😢😢"
2026-04-22,Kalau rugi ntar tinggal minta modal lagi ke apbn
2026-04-22,Opo bisa berjalan
2026-04-22,Terlalu panjang narasinya boss
2026-04-22,Kopetasi mbel gedes.
2026-04-22,Ditempatku ada tpi masih pmbangunan sdah 80% tpi anahnya ditengah sawah jauh dti pmukiman😂😂😂trus siapa yg mau blanja boos😂😂😂
2026-04-22,Ditmptku sangat jauh klu mau ke KMP malah dekat indo dan alfa mart !! Jadi orang2 sekitar rmhku belanjanya ke situ !!
2026-04-22,Geray jual Part Motor masih blm ada !! Rencana nya Menyusul sekalian buka Service !!!
2026-04-22,Program ko mematikan pedagang kecil
2026-04-22,Semoga setiap daerah bisa meng inventarisasi dan mempublikasikan KDMP yg berhasil dan yg gagal agar rakyat bisa dpt info yg lengkap tentang hasil pembangunan KDMP
2026-04-22,Lihatlah hei para pejabat dan penguasa negeri Banyak yang komen bangkrut dan bakal mangkrak mereka pesimis dan gak percaya dgn keberadaan kdmp ini Tapi para pejbt hanya diam dan gak ada pernyataan menenangkan rakyat gelap sudah
2026-04-22,"Sangat lengkap dagangannya, pengunjung pun datang silih berganti di mini market depan kdmp 😇😇😇"
2026-04-22,Ribuan triliun jadi banjakan korupsi
2026-04-22,dagangannya dikit banget mas
2026-04-22,Karena tujuan video melihat situasi KDMP bentangan rame apa enggak? Dan video review nya Dikit saat di lokasi. Jadi tidak bisa mewakili rame apa sepi. Coba review nya jam 2 malam atau subuh 😂
2026-04-22,vprogram amburadul si wowo
2026-04-22,Coba bandingkan harganya dengan di Alfamart mas misal minyak seliter telor sekilo
